Sentences_Chinese,Sentence_Cantonese,label,emo_class
是的，你就是一個淚珠兒，美麗而且脆弱，一觸即碎的淚珠兒。,是的，你就係一個淚珠兒，靚而且脆弱，一觸即碎的淚珠兒。,1,Sad
從一滴淚裡，我們看到了自己靈魂深處的孤獨！,從一滴淚裡，我哋睇到咗自己靈魂深處嘅孤獨！,1,Sad
告訴我，人世間水做的骨肉、泥做的骨肉，你靈魂深處的孤獨，是不是也美麗的讓人心碎？,告訴我，人世間水做嘅骨肉、泥做嘅骨肉，你靈魂深處嘅孤獨，係咪都靚嘅畀人心碎？,1,Sad
這時我們發覺：快樂的人得做點什麼。,這時我哋發覺：快樂嘅人到做啲乜嘢。,0,Happy
如果科技足夠發達和普及，我們可以精確預知一切自然災害（何時何地發生，到什麼程度），如此我們則可以像對待小感冒而非洪水猛獸般地看這些災害，就不會有那麼多無辜的生命轉瞬即逝。,如果科技足夠發達和普及，我們可以精確預知一切自然災害（何時何地發生，到什麼程度），如此我們則可以像對待小感冒而非洪水猛獸般地看這些災害，就不會有那麼多無辜的生命轉瞬即逝。,1,Sad
瞧，原來只有兩三件事還沒做！,瞧，原來只有兩三件事都未做！,2,Surprise
今天，離北京奧運會開幕僅僅四天。,今天，離北京奧運會開幕僅僅四天。,4,Neutral
四天以後一切都要圓滿開幕，一切又都會圓滿落幕。,四天以後一切都要圓滿開幕，一切又都會圓滿落幕。,1,Sad
一個月以後，一切都會塵歸塵，土歸土。,一個月以後，一切都會塵歸塵，土歸土。,1,Sad
一切喧囂都會落幕，一切浮躁都會靜謐，一切華麗都會平淡，一切緊張都會慵懶。,一切諠嚻都會落幕，一切浮躁都會靜謐，一切華麗都會平淡，一切緊張都會慵懶。,1,Sad
噢￣￣￣，口也！,噢 ̄ ̄ ̄，口也！,0,Happy
多想曾經熾熱的回憶離棄我，就讓她隨著窗外的涼風，湮沒在遙遠的路途，不去奢望用理想編輯的夢想會是恒久不變的。,多想曾經熾熱的回憶離棄我，就讓她隨著窗外的涼風，湮沒在遙遠的路途，不去奢望用理想編輯的夢想會是恆久不變的。,1,Sad
把這相煎的情緣禁錮在黑暗、密不透風的山洞裡，從此，便沒有愛情蛻變的美麗童話，亦沒有滴血的隱痛和肢解回憶的眼淚。,將相煎嘅情緣禁錮喺黑暗、密不透風嘅山窿度，從此，面冇愛情蛻變嘅美麗童話，亦冇滴血嘅隱痛和肢解回憶嘅眼淚。,1,Sad
夜色深濃，繁星不倦，輾轉難眠的靈魂，披著華麗的夜衣在輕輕歎息。,夜色深濃，繁星不倦，輾轉難眠的靈魂，披著華麗的夜衣在輕輕嘆息。,1,Sad
岑寂的午夜，飄渺著淒婉的笛音，眩惑著假裝堅強的眼淚，止不住汩汩地流出，匯入大海一路顛簸，狂雨驟降也不再瑟瑟戰慄。,岑寂的午夜，飄渺著淒婉的笛音，眩惑著假裝堅強的眼淚，止不住徜徉地流出，匯入大海一路顛簸，狂雨驟降也不再瑟瑟戰徜徉。,1,Sad
思念已化成一葉扁舟，信念是不息不倒的風帆，颶風卷浪撲來，追隨你的足跡沒有畏縮，願只願，我的心事你能知道。,思念已化成一葉扁舟，信念是不息不倒的風帆，颶風捲浪撲來，追隨你的足跡沒有畏縮，願只願，我的心事你能知道。,1,Sad
我不知道這是何等的酸楚了，熟悉的微笑，熟悉的話語蕩然不在，欲伸手拉住你的手，卻隔著一層厚厚的屏障。,我唔知係何等嘅痠楚了，熟悉的微笑，熟悉嘅話語蕩然不在，欲伸手拉住你隻手，卻隔著一層厚厚嘅屏障。,1,Sad
我無法回答敲叩心靈的疑問，只能把目光轉向窗外競相綻放的夜來香，她們在爭芳鬥妍，無暇理我。,我無法回答敲叩心靈的疑問，只能把目光轉向窗外競相綻放的夜來香，她們在爭芳鬥妍，無暇理我。,3,Anger
夜啊，你何時才會落下帷幕，我渴盼著見到殷紅的曙光。,夜啊，你何時才會落下帷幕，我渴盼住見到殷紅嘅曙光。,1,Sad
是否要我摒棄羞澀的心扉，撕碎你的沉默深沉呢？,是否要我摒棄羞澀的心扉，撕碎你的沉默深沉呢？,3,Anger
我的愛啊，你幾時才會溫情脈脈，撫慰這顆悲愴的心，洗盡委屈的酸楚呢？,我的愛啊，你幾時先會溫情脈脈，撫慰粒悲愴心，洗盡委屈嘅痠楚呢？,1,Sad
是否要我噙滿淚水的心靈，喚醒你的酣睡和疲憊呢？,是否要我噙滿淚水嘅心靈，喚醒你嘅酣睡和疲憊呢？,1,Sad
柔情交織蜜意的時候，你就在心底沒有間隙；遺棄的時光裡，你在天涯海角，空白的溝壑橫跨在面前，遠得我孤獨的心無法靠近。,柔情交織蜜意的時候，你就在心底沒有間隙; 遺棄嘅時光度，你喺天涯海角，空白嘅溝壑橫跨喺面前，遠得我孤獨心無法靠近。,1,Sad
遠方的人兒啊，我記不住多少陰鬱，只知道被俘的心盛滿了永不滿足的想念，還有散亂在歌聲中的無垠苦痛！,遠方的人兒呀，我記不住幾多陰鬱，淨係知被俘心盛滿了永不滿足嘅掛住，仲有散亂在歌聲中嘅無垠苦痛！,1,Sad
世態炎涼實際上是指關於我們現實中的人情冷暖，這也是我們許多人在現實中的困惑的地方。,世態炎涼實際上係指關於我哋現實中嘅人情冷暖，都係我哋好多人喺現實中嘅困惑嘅地方。,1,Sad
為什麼我們現在對於所有的事情是那麼精於事故了呢？,點解我哋而家對於所有嘅事情係咁精於事故咗呢？,1,Sad
人家和你非親非故為什麼要和你一條心呢？,人哋同你非親非故做乜嘢要和你一條心呢？,1,Sad
呵你一起去喝西北風？,呵你一齊去飲西北風？,3,Anger
如果這個世界上有著幸福的離別，我想那將是在一曲離別之歌中告別。,如果呢個世界上有著幸福嘅離別，我想將係喺一曲離別之歌中告別。,1,Sad
告別，意味著永不相見還是重逢的希望？,告別，意味住永不相見仲係重逢嘅希望？,1,Sad
張小嫻的《離別曲》，就如一支婉轉的離別之歌，悠揚地回蕩在一幕幕離別的場景中，環繞著所有離別的憂傷。,張小嫻的《離別曲》，就如一支婉轉的離別之歌，悠揚地迴盪在一幕幕離別的場景中，環繞著所有離別的憂傷。,1,Sad
但是韓坡明白，此刻的自己只能像放棄心愛的鋼琴一樣，放棄她。,但係韓坡明白，此刻嘅自己只能放棄心愛嘅鋼琴噉，放棄佢。,1,Sad
面對命運，是選擇抗爭還是逃避？,面對命運，係揀抗爭還是逃避？,1,Sad
期待越是強烈，打擊越是足以致命。,期待越昰強烈，打擊越昰足以致命。,1,Sad
像文中的那一場傾盆大雨。,好似文中嘅一場傾盆大雨。,4,Neutral
像李瑤年少時無憂無慮的笑臉。,好似李瑤年少時無憂無慮嘅笑臉。,0,Happy
她的雙手十指塗著鮮豔的寇丹，宛若玫瑰花瓣。,她的雙手十指塗住鮮艷嘅寇丹，宛若玫瑰花瓣。,0,Happy
像夏綠萍寂寞地吐出煙圈時，那一種微笑的淒涼。,像夏綠萍寂寞地吐出煙圈時，那一種微笑的淒涼。,1,Sad
一首離別之歌絲絲縷縷的飄來，詩意而破碎，宛若在風中翻飛而終究埋於塵土的落葉。,一首離別之歌絲絲縷縷的飄來，詩意而破碎，宛若在風中翻飛而終究埋於塵土的落葉。,1,Sad
代表作是部電視劇，喚作叫《年輪》。,代表作係部電視劇，喚作叫《年輪》。,4,Neutral
不久前，有位“知青”前輩對我說，梁曉聲其實只在北大荒呆過一年（抑或是半年）。,不久前，有位“知青”前輩對我說，梁曉聲其實只在北大荒呆過一年（抑或是半年）。,4,Neutral
此事未經梁先生證實，暫且不算數。,此事未經梁先生證實，暫且唔算數。,4,Neutral
和梁曉聲同年出生的日本人村上春樹，顯然也是“一代人”。,同梁曉聲同年出生嘅日本人村上春樹，顯然也是“一代人”。,4,Neutral
晚出的吉本芭娜娜簡直的就是讀著斯蒂芬·金長大的一代。,晚出嘅吉本芭娜娜簡直嘅就係讀住斯蒂芬·金長大嘅一代。,4,Neutral
７０後也不像。,70後都唔似。,4,Neutral
他們擁有泡沫般閃亮的現在，誰又願意去關心他們遙遠的未來呢。,佢哋擁有泡沫般閃亮嘅而家，邊個又肯去關心佢哋遙遠嘅未來呢。,1,Sad
只不過，前一代人裡好在還有個北島，後一代人裡卻只有一個郭敬明。,之不過，前一代人度好在仲有個北島，之後一代人裡卻只有一個郭敬明。,1,Sad
反思尚早，羞愧卻是必須的。,反思尚早，羞愧卻是必須嘅。,3,Anger
這類時評來得快，去得也快，等你勉為其難剛想瞅它兩眼時，它們卻像海潮般退得無影無蹤了。,這類時評來得快，去得也快，等你勉為其難剛想瞅它兩眼時，它們卻像海潮般退得無影無蹤了。,3,Anger
於是日子就變成了一個熱點，接著一個熱點，除了留給讀者滿頭的霧水，和一兩聲百無聊賴的歎息，其實啥也未曾剩下。,於是日子就變成了一個熱點，接著一個熱點，除了留給讀者滿頭的霧水，和一兩聲百無聊賴的嘆息，其實啥也未曾剩下。,3,Anger
好在讀者們對這類文字都選擇性失明，根本沒心思瞧它，所以人們也就任它自生自滅去了。,好在讀者們對這類文字都選擇性失明，根本冇心機瞧它，所以人們都就任它自生自滅去埋。,3,Anger
他們自以為是思想者或請命者，其實神經比很多線民都要脆弱得多，喉嚨也早已喪失了呐喊的功能。,佢哋自以為是思想者或請命者，其實神經過好多網民都要脆弱得多，喉嚨都早已喪失埋吶喊嘅功能。,3,Anger
他們寫作的目的，似乎就是為了讓民眾忽略那些利益攸關的大事，領著人們忘記那些主流話語中被省略掉的內容。,佢哋寫作嘅目的，似乎就係為咗畀民眾忽略那些利益攸關嘅大事，領住啲人唔記得嗰啲主流話語中被省略掉嘅內容。,3,Anger
於是，他們成為了這個時代的時評家，一筆好字被電腦廢了，一手好文章給時評廢了。,於是，佢哋成為咗呢個時代嘅時評家，一筆好字畀電腦廢咗，一手好文畀時評廢咗。,3,Anger
假如媒體明天曝光說，某個女人長得難看，時評家們後天一定會跳出來大發議論，所使用的腦殘邏輯無非以下１２種：１．,假如媒體聽日曝光講，某個女人長得難睇，時評家們後日一定會跳出嚟大發議論，所使用嘅腦殘邏輯無非以下12種：1。,3,Anger
到此為此，一輪時評熱潮結束，大家很快地又撲向了下一個熱點。,到此為此，一輪時評熱潮結束，大家好快咁又撲向了下一個熱點。,3,Anger
時評，如今不僅成為了一種腦殘文體，而且塑造著一種腦殘邏輯。,時評，如今不僅成為了一種腦殘文體，而且塑造住一種腦殘邏輯。,1,Sad
讀者面前堆滿了文字，卻依然找不到任何思想的出路。,讀者面前堆滿了文字，卻依然找不到任何思想的出路。,1,Sad
究竟是為了心中一份無法割捨的愛，還是為了搶到一個比較保險的鐵飯碗，似乎沒人願意關心。,究竟係為咗心中一份無法割捨嘅要，都係為咗搶到一個比較保險嘅鐵飯碗，似乎冇人肯關心。,3,Anger
總之，這火爆場面，好歹顯露出民眾對國家的信心。,總之，火爆場面，好歹顯露出民眾對國家嘅信心。,0,Happy
把那言不由衷的甜言蜜語，或大聲或小話地說給國家的左耳聽。,將那言不由衷的甜言蜜語，或大聲或小話地說給國家的左耳聽。,3,Anger
有些人費盡千辛萬苦爬上這個梯子，才發現自己的梯子搭錯了牆頭。,有些人費盡千辛萬苦爬上呢個梯，才發現自己嘅梯搭錯咗牆頭。,1,Sad
若從生存考慮，公務員與打工並無區別，就像有些女人為了生存嫁人一樣，不過是個批發和零售的關係。,若由生存考慮，公務員與打工並無區別，就好似有啲女人為咗生存嫁人一樣，不過昰個批發和零售嘅關係。,1,Sad
還有少數公務員，不僅喜歡讓公務荒廢自己的時間，更喜歡自己荒廢公務的時間。,仲有少數公務員，不僅喜歡畀公務荒廢自己嘅時間，更喜歡自己荒廢公務嘅時間。,3,Anger
他們的理想早被機關中的惰性消磨了，於是反而遊刃有餘。,佢哋嘅理想早被機關中嘅惰性消磨了，於是反而遊刃有餘。,3,Anger
他們成天想的是，日出東邊落西邊，愁也一天喜也一天；他們對公務的態度是，遇事不鑽牛角尖，人也舒坦心也舒坦。,佢哋成日諗嘅係，日出東邊落西邊，愁都一日喜都一日; 佢哋對公務嘅態度係，遇事唔鑽牛角尖，人都舒坦心都舒坦。,0,Happy
他們倒是笑口常開，手中的公務卻常常會號啕大哭。,佢哋倒是笑口常開，手中嘅公務卻成日會號啕大哭。,1,Sad
他們像狼一樣生活，卻像豬一樣快樂。,佢哋狼噉生活，卻像豬一樣快樂。,1,Sad
正當人們對可口可樂收購匯源爭論不休時，媒體再爆驚人消息，匯源果汁竟然是在開曼群島註冊的一家外資企業。,正當人們對可口可樂收購匯源爭論不休時，媒體再爆驚人消息，匯源果汁竟然係喺開曼群島註冊嘅一家外資企業。,2,Surprise
真是一場活色生香的大戲呵，看著卻如此熟悉，年年好像都要演一回，只不過每年的主角不大相同。,真係一場活色生香嘅大戲呵，睇住卻如此熟悉，年年好似都要演一回，只不過年年嘅主角不大相同。,3,Anger
我就弄不明白，中國市場經濟究竟是哪個地方扭了筋，無論怎麼動，引來的總是哇哇喊痛的叫喚聲，總之怎麼動都不得勁。,我就弄唔明，中國市場經濟究竟係邊個地方扭咗筋，無論怎麼動，引來嘅成日哇哇嗌痛嘅叫喚聲，總之點喐都不得勁。,3,Anger
那麼多媒體，大事不想問，老是圍繞著商人們的那點利益打轉，實在是無趣得很。,咁多媒體，大事唔想問，成日圍繞住商啲人嘅點利益打轉，實在係無趣到好。,3,Anger
”是呵，說不定這是中國果農期盼已久的福音呢！,朕係呵，話唔定係中國菓農期盼已久嘅福音呢！,0,Happy
沒想到２０多年後，北京奧運會的女排決賽，郎平還在，宋世雄也可以隨時去解說，但卻沒了中國女排的身影。,估唔到20多年之後，北京奧運會嘅女排決賽，郎平仲喺，宋世雄都可以隨時去解說，但卻冇咗中國女排嘅身影。,1,Sad
怎奈老天未遂人願，這樣溫情懷舊的夜晚，並沒有如願而來。,怎奈老天未遂人願，這樣溫情懷舊的夜晚，並無如願而來。,1,Sad
當我們帶著欣賞、自豪，而不是排斥的心理看“和平大戰”時，民眾所理解的體育精神才開始真正走向成熟。,當我哋監欣賞、自豪，而唔係排斥嘅心理睇“和平大戰”時，民眾所理解嘅體育精神才開始真正走向成熟。,0,Happy
當菲樂普斯、博爾特這樣的選手一次次超越人類極限時，我們會驚喜地為他們歡呼，那其實也是在為我們自己歡呼。,當菲樂普斯、博爾特噉嘅選手一次次超越人類極限時，我哋會驚喜地為佢哋歡呼，其實都係喺為我哋自己歡呼。,0,Happy
越來越多的民眾把體育視作消遣、視作狂歡，這種心態的體現，就是對“技術外援”或“海外兵團”唱反調的人越來越少了。,越嚟越多嘅民眾把體育視作消遣、視作狂歡，呢種心態嘅體現，就係對桎梏技術外援占或為海外兵團采唱反調嘅人越嚟越少咗。,0,Happy
前些日子，聶衛平出來指責郎平不愛國時，我就在想，聶棋聖真是老矣，老得只剩下了勝負心。,早排，聶衛平出嚟彈郎平唔愛國時，我就在想，聶棋聖真係老矣，老得只剩下了勝負心。,1,Sad
我想獲得金牌第一最重要的意義，就是終於可以讓我們不那麼在乎金牌了，更不會把金牌的多少與國家榮譽或民族感情牽扯到一起。,我想獲得金牌第一最重要嘅意義，就係終於可以畀我哋唔咁在乎金牌咗，更唔會將金牌嘅幾多與國家榮譽或民族感情牽扯到一起。,0,Happy
我們可以重新回到２０多年前的那個時光，那時我們第一次發現，體育能給人們帶來這麼純粹的快樂！,我哋可以重新回到20多年前嘅嗰個時光，嗰時我哋第一次發現，體育可以畀啲人帶嚟咁純粹嘅快樂！,0,Happy
奇了怪了！,奇了怪了！,2,Surprise
一個懦弱的人，幹了一件懦弱的事，事後覺著理虧，為其懦弱辨白，大放一通厥詞，竟成了汶川震後最大的新聞事件。,一個懦弱的人，幹了一件懦弱的事，事後覺著理虧，為其懦弱辨白，大放一通厥詞，竟成了汶川震後最大的新聞事件。,3,Anger
地震又不是土改，抓出一百個劉文彩這種反面典型，對災民的苦痛也於事無補。,地震又唔係土改，抓出一百個劉文彩呢種反面典型，對災民嘅苦痛都於事無補。,3,Anger
民眾的哀傷還縈繞心中，媒體就競相上演了這一出鬧劇。,民眾的哀傷仲縈繞心中，媒體就競相上演了一齣鬧劇。,3,Anger
這麼說來，範跑跑倒成了我們這個時代某一類精神的象徵。,這麼說來，範跑跑倒成了我哋呢個時代某一類精神嘅象徵。,3,Anger
範跑跑跑了，那還是在生命攸關的時刻。,範跑跑跑了，都係喺生命攸關嘅時刻。,1,Sad
誰沒有在最需要我們張嘴說話的時候，抽身逃走過？,邊個冇喺最需要我哋張嘴講話嘅時候，抽身逃走過？,3,Anger
範跑跑的職責是保護好孩子，那媒體和評論家的職責就是說真話，請問你們做到了嗎？,範跑跑嘅職責係保護好孩子，媒體和評論家嘅職責就係講真話，請問你哋做到呀？,3,Anger
你們不跑，至少不會給頭上的水泥板砸死，大家跑得不都是很快嗎？,你哋唔跑，至少唔會畀頭上嘅水泥板砸死，大家走得唔都係好快咩？,3,Anger
懦夫再有知識，也還是懦夫。,懦夫再有知識，都仲係懦夫。,1,Sad
有知識的懦夫，會為自己的懦弱找到一千個理由，但終究擺脫不了懦弱的事實。,有知識嘅懦夫，會為自己嘅懦弱搵到一千個理由，但終究擺脫唔到懦弱嘅事實。,1,Sad
因為身邊人人都是懦夫，這樣懦夫也就做得心安理得了。,因為身邊個個都係懦夫，這樣懦夫都就做得心安理得了。,1,Sad
我早已習慣了不去關注罪犯，而去研究罪犯身上的外衣品牌。,我早已慣咗唔去關注罪犯，而去研究罪犯身上嘅外衣品牌。,3,Anger
我們早已習慣了不去關注社會中那些骯髒的遊戲規則，而去探討那些遊戲中的奇聞逸事。,我哋早已慣咗唔去關注社會中嗰啲汙糟嘅遊戲規則，而去探討那些遊戲中嘅奇聞逸事。,3,Anger
從這一點上說，他們成功了，範跑跑的出現確實遮蔽了那些有洞見的思想的誕生。,從一啲上說，佢哋成功了，範跑跑嘅出現確實遮蔽咗嗰啲有洞見嘅思想嘅誕生。,3,Anger
所以那些津津有味的看客們會憤怒，所以在範跑跑之後又誕生了一個憤怒的“郭跳跳”。,所以嗰啲津津有味嘅看客們會憤怒，所以喺範跑跑之後又誕生了一個憤怒嘅囝郭跳跳徜徉。,1,Sad
這是一個需要懦夫自我懺悔的年代，範跑跑其實就是我們每個人、每一家媒體的影子。,係一個需要懦夫自我懺悔嘅年代，範跑跑其實就係我哋個個、每一家媒體嘅影子。,1,Sad
即使我們眾口一詞地譴責了一個懦夫，也絲毫開脫不了我們自己身上懦弱的本質。,即使我哋眾口一詞咁譴責咗一個懦夫，都絲毫開脫唔到我哋自己身上懦弱嘅本質。,1,Sad
而“山寨“這個詞本身也具有某種刻意彰顯和展示的趣味，它在顯示自己的民間性和草根性的特質。,而徜徉山寨桎梏呢個詞本身都具有某種刻意彰顯和展示嘅趣味，它顯示緊自己嘅民間性和草根性嘅特質。,0,Happy
如“山寨”明星，就是長得和明星相似卻並不是明星的人，現在也獲得了某種商業的價值。,如“山寨”明星，就是長得和明星相似卻並不是明星的人，現在也獲得了某種商業的價值。,0,Happy
“山寨”其實將原來在網路文化中已經具有影響的事物加以收編。,徜徉山寨桎梏其實將原來在網絡文化中已經具有影響的事物加以收編。,4,Neutral
因此，“山寨”的說法其實有一種“你占朝廷我占山”的自信，也有一種“山中無老虎，猴子稱大王”的自嘲和幽默。,因此，徜徉山寨桎梏的說法其實有一種徜徉你佔朝廷我佔山嶙峋的自信，也有一種溧山中無老虎，猴子稱大王黃的自嘲和幽默。,0,Happy
一面是廣告的無所不在的傳播和巨大的明星效應產生的影響力隨處可見，另一面卻是難以承受這樣的消費。,一面係廣告嘅無所不在的傳播和巨大嘅明星效應產生嘅影響力隨処可見，另一面卻是難以承受噉嘅消費。,1,Sad
當然，山寨文化的流行也和當下的經濟狀況有相當的聯繫。,當然，山寨文化嘅流行都同家下嘅經濟狀況有相當嘅聯繫。,4,Neutral
他沒有上過大學，本來是個中學老師，１９７８年從新疆考到了武漢，當時已過而立之年。,佢冇上過大學，本來係個中學老師，1978年由新疆考到咗武漢，當時已過而立之年。,1,Sad
易中天研究生畢業前後，正是１９８０年代初期，當時有一股美學風。,易中天研究生畢業前後，正是1980年代初期，當時有一股美學風。,4,Neutral
他的第一部學術著作，就屬於美學系列的。,佢嘅第一部學術著作，就屬於美學系列嘅。,4,Neutral
背誦魯迅先生的中篇小說《阿Ｑ正傳》。,背誦魯迅先生的中篇小說《阿Q正傳》。,4,Neutral
邊地生活，從某種程度上講，是成全了他的。,邊地生活，從某種程度上講，係成全咗佢嘅。,0,Happy
檢驗授課品質的標準之一是：睡覺的學生佔據的比例。,檢驗授課質素嘅標準之一係：瞓覺嘅學生佔據嘅比例。,4,Neutral
當後者讀書的時候，前者在種地、做工、站崗放哨。,當後者讀書嘅時候，前者喺種地、做工、站崗放哨。,4,Neutral
由於時代的因素，他們承擔了過多的壓力，過多的責任。,由於時代嘅因素，佢哋承擔咗過多嘅壓力，過多嘅責任。,1,Sad
喪失了一些機遇，比如求學的機會。,喪失了一些機遇，比如求學嘅機會。,1,Sad
除此之外，父親還插著空閒的縫，開荒種地，種油菜、小麥、山芋和茶葉，手頭沒有活時，還要上山打柴。,除此之外，老竇仲插住空閒嘅縫，開荒種地，種油菜、小麥、山芋同茶葉，手頭冇活時，仲要上山打柴。,1,Sad
然後，扭著僵硬且蒼老的身軀，嘗試著使勁去夠……,然後，扭著僵硬且蒼老的身軀，嘗試著使勁去夠......,1,Sad
當然，所有種出來和打回來的東西，最終都要被賣出去，四五裡外的一個小集鎮是交易市場所在地。,當然，所有種出嚟同打返嚟嘅嘢，最終都要被賣出去，四五裏外嘅一個小集鎮係交易市場所在地。,4,Neutral
可是父親和母親卻從不坐車，他們總是在淩晨５點起床，簡單地吃上一碗開水泡飯，然後，兩個人一前一後地挑著加起來有一百多斤重的菜和木柴，一步一步地向集鎮上挪去。,但老竇同母親卻從不坐車，佢哋成日喺淩晨5點起身，簡單咁食上碗開水泡飯，然後，兩個人一前一後地挑著加起來有一百多斤重嘅餸菜同柴，一步一步地向集鎮上挪去。,1,Sad
他們一路上的話題，永遠都是菜的價格，偶爾也會穿插些關於我的話題。,佢哋一路上嘅話題，永遠都係菜嘅價錢，偶爾也會穿插些關於我嘅話題。,4,Neutral
即便是賣了好價錢，父親和母親也從不捨得在集鎮上下一次館子，甚至連塊把錢的點心也從未買過。,即便係賣咗好價錢，老竇同母親都從不捨得喺集鎮上下一次館子，甚至連嚿將錢嘅點心都從未買過。,1,Sad
往往是回到家中，已經是中午時分了，他們便一個鍋上，一個鍋下地急匆匆做中飯，然後兩頓連在一起吃。,往往係回到家中，有係中午時分，佢哋面一個鍋上，一個鍋下地急匆匆做中飯，然後兩餐連喺埋一齊食。,1,Sad
家裡有一台老式電視機，頻道多年如一日地定格在某一頻率上。,屋企有部老式電視機，頻道多年如一日咁定格喺某頻率上。,4,Neutral
每隔一段時間，他們都會趕到縣城去，把辛辛苦苦掙來的錢打到我的銀行卡上，然後讓我儘量能提前還些貸款。,每隔一段時間，佢哋都會趕到縣城去，將辛辛苦苦掙來的錢打親我嘅銀行卡上，然後讓我盡量提前還些貸款得。,1,Sad
年歲已高，但依然為我並肩作戰的他們，讓走在城市路上的我，每每想起，都異常難過，也讓我從此對生活不敢有一點點的懈怠！,年歲已高，但依然為我並肩作戰嘅佢哋，畀走喺城市路上嘅我，每每想起，都異常難過，都令我從此對生活唔敢有一點點的懈怠！,1,Sad
在這個世上，我從來都不是一個人在戰鬥，我還有兩位老“戰友”！,喺呢個世上，我從來都唔係一個人喺戰鬥，我仲有兩位老倌戰友徜徉！,0,Happy
員工在老闆面前，就如同一個初學的劍手在成名的劍客面前一樣，不等你拔劍老闆就知道你要出什麼招數。,員工喺老闆面前，就如同一個初學嘅劍手成名緊嘅劍客面前一樣，不等你拔劍老闆就知你要出乜嘢招數。,1,Sad
如果不是最近這兩起事件，我都不知道，原來我們的生活早就貧乏得只剩下電視了。,如果唔系最近兩起事件，我都唔知，原來我哋嘅生活早就貧乏得只剩電視咗。,1,Sad
先是央視少兒頻道停播《虹貓藍兔七俠傳》，據傳是因為以家長為首的網友討伐這個系列劇髒話連篇，又有暴力情節，擔心教壞小孩子，於是聲勢浩大地要求停播。,先是央視少兒頻道停播《虹貓藍兔七俠傳》，據傳係因為以家長為首嘅網友討伐呢個系列劇粗口連篇，又有暴力情節，擔心教壞細路仔，於是聲勢浩大地要求停播。,3,Anger
接著又有十博士集體聯名，以偏離學術、幾近俚俗為名要“將反對於丹之流進行到底”，並要求她從《百家講壇》下課，並向觀眾道歉。,接著又有十博士集體聯名，以偏離學術、幾近俚俗為名要“將反對於丹之流進行到底”，並要求她從《百家講壇》下課，並向觀眾道歉。,1,Sad
為什麼一個動畫片就能教壞孩子？,做乜嘢一個動畫片就能教壞孩子？,3,Anger
而一個電視講壇就能誤導了學術？,而一個電視講墰就能誤導了學術？,3,Anger
但如果有人跟你說讓孩子看一部德智體全面發展的動畫片，他就會變成一個德智體全面發展的孩子，你肯定會覺得是說大話，吹大牛。,但如果有人同你講畀仔睇一部德智體全面發展動畫片，佢就會變成一個德智體全面發展仔，你肯定會覺得係講大話，吹大牛。,3,Anger
電視臺播了一部有問題的動畫片就聯手要求電視臺停播，如果你正好碰上了一個天天吵架、髒話連篇而且還動手打架的鄰居，那你是不是要學孟母三遷？,電視台播咗一部有問題嘅動畫片就聯手要求電視台停播，如果你撞正咗一個日日嗌交、粗口連篇而且仲鬱手打交嘅街坊，咁你係咪要學孟母三遷？,3,Anger
除了看電視，其實孩子還有很多可以做的事情，比如，讀書，畫畫，彈琴，和小朋友玩遊戲。,除了睇電視，其實仔仲有好多可以做嘅嘢，比如，讀書，畫畫，彈琴，同小朋友玩遊戲。,4,Neutral
我不知道博士們的思維是怎麼運作的，但是我知道一位朋友上初中的孩子是這樣選擇的。,我唔知博士們嘅思維係點樣運作法，但係我知一位朋友上初中嘅仔係咁揀嘅。,4,Neutral
可是博士們呢？,可是博士們呢？,1,Sad
他們大費周章跨地區跨學校連袂起來抵抗於丹，也許真的是因為感覺到學術已經被於丹誤讀到了不可挽救的地步。,佢哋大費周章跨地區跨學校聯袂起身抵抗於丹，或者真係因為感覺到學術有被於丹誤讀到不可挽救嘅地步。,3,Anger
不過對比博士們反對的急切和真誠，還有一種解釋就是：他們的生活可能貧乏得只剩下電視了。,不過對比博士們反對嘅急切同真誠，仲有一種解釋就係：佢哋嘅生活可能貧乏到得番電視咗。,1,Sad
如果按十博士的思維運作，明史學者和專家也應該像他們一樣掄起大棒，對這些走紅的非專家學者大聲喊殺。,如果按十博士嘅思維運作，明史學者和專家都應該好似佢哋一樣噘起大棒，對呢啲走紅嘅非專家學者大聲喊殺。,3,Anger
中國明史學會會長張顯清還表示，沒讓讀者知道真正的明史，學術界應該反思。,中國明史學會會長張顯清仲表示，冇畀讀者知真正嘅明史，學術界應該反思。,1,Sad
該反思的應該是這些罔顧常識掄起大棒的博士們。,該反思嘅應該係呢啲罔顧常識噘起大棒嘅博士們。,3,Anger
其實不能共富貴的何止越王一人？,其實唔可以共富貴嘅何止越王一人？,1,Sad
自己的靈魂要求高貴，因為它已經長久地遭人踐踏，此時，那些患難又如何能比得上自己的尊嚴？,自己的靈魂要求高貴，因為它已經長久地遭人踐踏，此時，那些患難又如何能比得上自己的尊嚴？,1,Sad
曾看過一幅漫畫：夫妻兩個，先是促膝而坐，兩人對著一個盤子，盤子裡有他們唯一的晚餐。,曾看過一幅漫畫：夫妻兩個，先是促膝而坐，兩人對著一個碟，碟入面有佢哋唯一嘅晚餐。,4,Neutral
稍後，兩人有了很簡陋的餐桌。,稍後，兩人有咗好簡陋嘅餐桌。,4,Neutral
